Year,Months,S/S0,ExpS/S0,LogS/S0,S/S02,S/S03,S/S04,Tmax,Tavg,Tmin,Tmax/S0,Tavg/S0,Tmin/S0,RH,RH/S0,A,SinA,TanA,SinhA,TanhA,H0,Hroud,H
2007,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,21.59,14.81,9.8,2.096773467,1.438314731,0.951754515,55.52,5.39198068,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.19298246,,12.08
2007,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,19.71,13.04,7.28,1.795027247,1.187577641,0.663003468,48.8,4.444308961,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,25.89285714,,14.5
2007,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,22.17,15.1,9.04,1.876685894,1.278211863,0.765234122,47.3,4.003935173,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.70175439,,18.07
2007,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,25.91,18.94,12.28,2.03471718,1.487361767,0.964350713,38.98,3.061106742,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,37.08474576,,21.88
2007,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,31.22,23.39,16.1,2.310244879,1.730833687,1.191381888,38.8,2.871156351,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,40.015625,,25.61
2007,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,33.69,26.78,20.23,2.423142039,1.926142589,1.455036018,41.76,3.003574104,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,40.94029851,,27.43
2007,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,35.35,28.7,22.29,2.575130902,2.090700336,1.623752979,42.59,3.102541021,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.71875,,26.06
2007,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,33.48,27.89,22.48,2.563402562,2.13540315,1.721185472,47.1,3.606220451,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.73846154,,24.53
2007,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,30.87,25.26,20.3,2.536336113,2.075408171,1.667885426,53.22,4.372653319,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.25396825,,20.95
2007,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,27.95,22.71,17.85,2.484147792,2.01842563,1.586477213,55.98,4.975405846,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.50847458,,16.23
2007,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,23.92,18.65,14.35,2.283372065,1.780304724,1.369832321,61.93,5.911757189,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.28070175,,12.7
2007,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,20.33,14.79,10.22,2.012876152,1.464359975,1.011883634,56.33,5.577241203,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.69090909,,10.83
2008,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,18.96,13.1,8.27,1.841353633,1.27224328,0.803164269,57.24,5.559023309,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.25454545,,11.69
2008,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,19.64,13.95,8.86,1.788652213,1.270453074,0.806897078,58.94,5.367778078,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,26.03703704,,14.06
2008,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,20.65,14.5,8.31,1.74801821,1.227421987,0.703439773,46.3,3.91928538,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.82758621,,18.46
2008,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,28.86,21.48,14.1,2.266381236,1.686828446,1.107275656,38.63,3.033621176,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,36.9375,,23.64
2008,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,30.46,23.98,17.37,2.254005733,1.774493023,1.285360459,39.26,2.905195834,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,40.48214286,,22.67
2008,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,32.82,26.5,19.76,2.360567579,1.906003682,1.421231425,39.73,2.85756703,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,41.53731343,,27.83
2008,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,35.37,28.52,21.77,2.576587836,2.07758793,1.585872694,37.34,2.720095838,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.75,,27.71
2008,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,35.36,29.07,23.52,2.70734512,2.225750074,1.80081327,44.42,3.401025741,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.95384615,,24.67
2008,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,32.88,27.19,22.02,2.701481419,2.233980529,1.809203797,46.59,3.827920296,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.38461538,,21.7
2008,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,29.34,23.82,18.59,2.607688595,2.117080516,1.652247136,49.29,4.380810185,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.90163934,,17.02
2008,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,24.41,19.24,14.74,2.330146827,1.836625356,1.407061214,56.55,5.398189392,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.24561404,,12.68
2008,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,20.19,14.88,10.3,1.999014733,1.473270888,1.019804445,51.98,5.146547092,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.52830189,,10.35
2009,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,19.43,12.93,7.82,1.886999002,1.255733253,0.759461256,52.89,5.136560846,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.13559322,,12.47
2009,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,19.68,13.29,7.44,1.792295089,1.210345617,0.677574973,52.38,4.770346381,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,25.71186441,,15.17
2009,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,22.78,15.57,9.55,1.928322267,1.317997265,0.808405516,50.32,4.259577545,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.86153846,,20.71
2009,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,26.29,18.69,11.88,2.064558652,1.46772922,0.932938638,43.96,3.45218708,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,36.89230769,,23.98
2009,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,30.39,23.21,16.79,2.248825812,1.71751389,1.242441112,43.86,3.245590659,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,39.84615385,,25.9
2009,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,32.64,26.31,20.54,2.347621139,1.892337995,1.477332665,45.69,3.286238046,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,41.31818182,,27.27
2009,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,34.65,28.32,22.49,2.524138211,2.063018589,1.638322319,43.12,3.141149773,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.69230769,,26.45
2009,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,34.91,28.88,23.53,2.672890784,2.211202688,1.801578922,45.22,3.462277893,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,38.18032787,,23.29
2009,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,32.62,26.95,22.13,2.68011934,2.214261686,1.8182416,50.59,4.15656767,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.28125,,21.3
2009,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,28.86,23.44,19.1,2.565027023,2.083306771,1.697575057,57.73,5.130942828,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.94642857,,15.65
2009,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,25.45,19.41,14.37,2.429423873,1.852853335,1.371741495,51.05,4.873166551,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.34482759,,12.96
2009,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,21.8,15.2,10.13,2.158421058,1.504954132,1.002972721,52.86,5.233676016,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.60655738,,11.96
2010,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,17.04,11.65,7.21,1.654887442,1.131422459,0.700219393,57.7,5.603697501,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.37735849,,11.33
2010,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,18.28,12.21,7.11,1.664794422,1.111987959,0.647521244,59.68,5.435171287,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,25.875,,14.49
2010,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,19.59,13.87,8.67,1.65828943,1.174092618,0.733913699,58.42,4.945240862,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.86666667,,19.12
2010,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,27.33,20.7,14.33,2.146230047,1.625574899,1.125337599,41.62,3.268426439,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,37.4,,22.44
2010,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,29.22,22.27,16.1,2.162247128,1.647954947,1.191381888,47.32,3.501626767,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,40,,25.6
2010,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,31.85,24.9,19.22,2.290800652,1.790924214,1.382392104,47.57,3.421456421,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,41.46969697,,27.37
2010,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,34.38,27.46,22.01,2.504469601,2.000370426,1.603355902,43.71,3.184129327,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.27272727,,26.58
2010,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,32.95,26.89,22.36,2.522823012,2.05883796,1.711997649,50.92,3.898699477,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.55223881,,25.16
2010,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,30.89,25.11,20.81,2.53797935,2.063083894,1.709787966,54.34,4.464674584,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.37704918,,20.36
2010,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,25.8,20.96,17.33,2.2930595,1.862888648,1.540260509,63.26,5.62243969,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.50909091,,15.13
2010,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,21.02,16.74,13.28,2.006541839,1.597978611,1.267691514,75.95,7.25008814,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.31578947,,12.72
2010,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,18.9,14.25,10.33,1.871291652,1.410894499,1.022774749,65.61,6.496055305,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.52631579,,11.13
2011,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,19.09,13.55,8.86,1.853978948,1.315946294,0.860463776,57.71,5.604668679,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.08196721,,12.86
2011,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,19.54,13.68,8.13,1.779545023,1.24586366,0.740414587,50.96,4.641024276,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,25.9,,15.54
2011,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,25.58,18.39,12.12,2.165341685,1.556709679,1.025955482,50.71,4.292590964,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,32.09375,,20.54
2011,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,26.67,20.18,13.91,2.094400123,1.584739201,1.09235492,43.67,3.429413325,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,37.06666667,,22.24
2011,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,30.15,22.97,16.53,2.231066082,1.699754159,1.223201404,42.36,3.134592346,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,40.328125,,25.81
2011,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,31.8,24.85,19.26,2.287204418,1.787327981,1.385269091,43.96,3.161808372,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,41.07462687,,27.52
2011,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,33.79,27.48,22.05,2.461490047,2.00182736,1.60626977,45.81,3.3371074,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.13846154,,26.09
2011,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,33.76,28.35,23.37,2.584840816,2.170623138,1.789328491,46.46,3.557218729,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.625,,24.08
2011,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,31.13,26.19,21.89,2.557698193,2.151818685,1.798522757,52.55,4.317604884,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.5,,21.44
2011,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,26.96,22.21,18.32,2.3961583,1.973986492,1.628250002,59.52,5.290034941,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.5,,15.95
2011,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,23.59,18.67,13.91,2.251870694,1.782213898,1.327830494,50.81,4.850256464,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.46551724,,13.03
2011,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,18.95,14.02,9.6,1.876242159,1.388122167,0.950497347,51.45,5.094071718,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.73684211,,11.25
2012,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,15.77,10.94,6.66,1.531547826,1.062468816,0.646804599,63.79,6.195144949,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.09259259,,11.39
2012,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,19.81,14.04,8.87,1.804134437,1.278649545,0.807807797,57.59,5.244831006,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,25.92982456,,14.78
2012,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,23.64,17.17,11.12,2.001121088,1.453436933,0.94130569,48.2,4.080119986,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.91803279,,19.47
2012,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,25.79,19.47,13.24,2.025293557,1.528982767,1.039739694,43.03,3.379154004,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,36.86666667,,22.12
2012,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,28.9,22.13,15.93,2.138567488,1.637595104,1.178802079,42.46,3.141992234,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,39.90769231,,25.94
2012,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,31.87,25.57,19.83,2.292239145,1.839113741,1.426266151,44.21,3.179789539,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,41.45588235,,28.19
2012,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,36.06,29.45,23.57,2.62685206,2.145335362,1.716996757,41.54,3.026051985,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.31343284,,27.01
2012,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,34.03,28.04,23.15,2.605513417,2.146887929,1.772484149,48.99,3.75092866,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.63636364,,24.84
2012,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,32.26,26.59,21.67,2.650541076,2.184683423,1.780447152,49.08,4.032503286,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.34920635,,21.01
2012,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,26.95,22.42,18.86,2.395269517,1.99265093,1.67624427,63.99,5.687320831,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.75925926,,14.99
2012,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,24.7,19.14,14.21,2.357829849,1.827079487,1.356468104,50.13,4.785344549,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.42105263,,12.78
2012,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,19.41,14.53,9.98,1.921786823,1.438617338,0.9881212,54.95,5.440607209,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.48148148,,10.52
2013,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,20.14,14.13,8.97,1.955952646,1.372274622,0.871146735,47.27,4.590758767,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.18333333,,12.71
2013,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,17.69,12.1,6.78,1.611061999,1.10197005,0.617467516,45.47,4.141039518,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,25.54545455,,14.05
2013,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,19.69,13.73,8.07,1.666754409,1.162241647,0.683123823,49.03,4.150379313,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.85185185,,17.2
2013,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,26.55,19.62,13.29,2.084976501,1.540762295,1.043666203,42.42,3.33125059,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,36.86885246,,22.49
2013,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,31.4,23.94,17.15,2.323564676,1.771533068,1.269080707,39.52,2.924435541,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,40.09375,,25.66
2013,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,32.79,25.47,19.52,2.358409839,1.831921275,1.403969505,44.88,3.227979066,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,41.11764706,,27.96
2013,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,34.04,27.02,21.42,2.479701723,1.968317877,1.560376348,48.05,3.500284012,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.57575758,,26.78
2013,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,34.09,27.25,21.9,2.610107328,2.086401428,1.676777662,49.53,3.792273863,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.984375,,24.31
2013,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,30.96,25.27,20.72,2.543730679,2.076229789,1.7023934,50.18,4.122881314,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.6031746,,21.17
2013,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,28.05,22.4,17.82,2.49303562,1.990873365,1.583810864,52.98,4.708771021,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.6,,16.56
2013,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,22.98,18.34,14.39,2.193640888,1.750712528,1.373650669,64.37,6.144676413,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.32727273,,12.28
2013,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,19.01,13.89,9.45,1.882182767,1.375250849,0.935645826,51.62,5.110903442,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.80357143,,11.09
2014,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,17.19,12.21,7.66,1.669455113,1.185808431,0.743922407,50.22,4.8772563,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.25925926,,11.48
2014,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,20.17,13.89,7.76,1.836920323,1.26498876,0.706717982,47.59,4.334111956,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,26.26785714,,14.71
2014,3,0.999795965,2.717727262,-8.86E-05,0.999591972,0.999388021,0.999184111,23.21,16.5,10.51,1.964721678,1.396721572,0.889669316,47.95,4.058957538,-2.417734805,-0.042184911,-0.042222497,-0.042209957,-0.042172405,31.81666667,,19.09
2014,4,1.001861966,2.723347892,0.00080789,1.003727399,1.005596306,1.007468692,25.8,18.69,12.41,2.026078859,1.46772922,0.974559637,44.59,3.501661098,9.414893347,0.163582404,0.165816,0.165061368,0.162857726,37.03174603,,23.33
2014,5,1.00242218,2.724873977,0.001050667,1.004850227,1.007284155,1.009723979,30.07,22.51,16,2.225146172,1.665714677,1.183982001,37.2,2.752758151,18.79191752,0.322132152,0.340270362,0.33389277,0.316705301,40.3559322,,23.81
2014,6,1.002509987,2.72511325,0.001088708,1.005026274,1.007548877,1.010077811,31.73,24.48,18.68,2.282169692,1.760715854,1.343552784,44.38,3.192016732,23.085911,0.392110921,0.42624554,0.413916395,0.382449055,40.95522388,,27.44
2014,7,1.001924134,2.723517203,0.000834838,1.003851971,1.005783517,1.007718779,34.3,27.06,21.21,2.498641865,1.971231745,1.545078541,44.12,3.213996475,21.18369356,0.361359215,0.387547056,0.378206331,0.353751325,40.41538462,,26.27
2014,8,1.000707034,2.720204425,0.000306952,1.001414567,1.002122601,1.002831136,33.09,26.54,21.68,2.533542138,2.032040144,1.65993332,48.63,3.723365191,13.45495968,0.23268091,0.239247505,0.236997687,0.230609729,37.8,,24.57
2014,9,0.998868921,2.715208974,-0.0004915,0.99773912,0.996610598,0.995483352,31.1,24.63,20.1,2.555233337,2.023646209,1.651453057,47.69,3.918298324,2.216886783,0.03868232,0.038711293,0.038701628,0.038672677,33.29230769,,21.64
2014,10,0.996726851,2.709399032,-0.001423842,0.993464415,0.990212658,0.986971544,28.51,22.14,17.62,2.533919626,1.967765013,1.566035209,53.99,4.798538079,-9.599397234,-0.166758374,-0.169126519,-0.168326002,-0.165990865,27.42622951,,16.73
2014,11,0.99588878,2.707129316,-0.00178916,0.991794463,0.987716978,0.983656257,24.83,18.86,14.17,2.37023948,1.800351051,1.352649756,51.19,4.886530769,-18.91195474,-0.324114811,-0.34260965,-0.336102246,-0.318588955,22.15789474,,12.63
2014,12,0.996042011,2.707544164,-0.001722343,0.992099688,0.988172969,0.984261792,20.33,13.74,8.84,2.012876152,1.360399328,0.87524964,52,5.148527295,-23.04962764,-0.391528292,-0.425497423,-0.41323111,-0.381908286,19.73214286,,11.05
2015,1,0.997337228,2.711053291,-0.00115797,0.994681546,0.992032936,0.989391378,19.43,12.83,7.65,1.886999002,1.246021472,0.742951228,48.89,4.748089616,-20.91696257,-0.357014558,-0.382202129,-0.373233252,-0.349671871,21.26785714,,11.91
2015,2,0.995090664,2.704969574,-0.002137348,0.99020543,0.985344179,0.980506794,19.66,12.88,6.71,1.790473651,1.173006136,0.611092482,40.26,3.666554893,-12.95460809,-0.224179051,-0.230033879,-0.228031927,-0.222324889,26.14285714,,14.64
